fight_date,fighter_red,fighter_blue,winner,red_age,blue_age,red_height_cm,blue_height_cm,red_reach_cm,blue_reach_cm,red_wins,blue_wins,red_losses,blue_losses,red_sig_str_acc,blue_sig_str_acc,red_takedown_acc,blue_takedown_acc,red_stance,blue_stance,target_red_win,age_diff,age_sum,height_cm_diff,height_cm_sum,reach_cm_diff,reach_cm_sum,wins_diff,wins_sum,losses_diff,losses_sum,sig_str_acc_diff,sig_str_acc_sum,takedown_acc_diff,takedown_acc_sum,red_win_rate,blue_win_rate,win_rate_diff,same_stance,red_stance_Open Stance,red_stance_Orthodox,red_stance_Sideways,red_stance_Southpaw,red_stance_Switch,red_stance_Unknown,blue_stance_Open Stance,blue_stance_Orthodox,blue_stance_Sideways,blue_stance_Southpaw,blue_stance_Switch,blue_stance_Unknown,fight_month,fight_year
2003-02-28,Vladimir Matyushenko,Pedro Rizzo,red,32.15,28.82,182.88,185.42,187.96,,27,20,8,11,0.44,0.34,0.46,0.28,Orthodox,Orthodox,1,3.3299999999999983,60.97,-2.539999999999992,368.29999999999995,,,7,47,-3,19,0.09999999999999998,0.78,0.18,0.74,0.75,0.625,0.125,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2003
2003-02-28,Din Thomas,Matt Serra,red,26.42,28.74,175.26,167.64,,172.72,26,11,9,7,0.37,0.39,0.52,0.2,Orthodox,Orthodox,1,-2.3199999999999967,55.16,7.6200000000000045,342.9,,,15,37,2,16,-0.020000000000000018,0.76,0.32,0.72,0.7222222222222222,0.5789473684210527,0.14327485380116955,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2003
2003-02-28,Gan McGee,Alexandre Dantas,red,26.27,24.0,208.28,187.96,,,13,0,5,3,0.29,0.25,0.25,0.0,Orthodox,Orthodox,1,2.2699999999999996,50.269999999999996,20.319999999999993,396.24,,,13,13,2,8,0.03999999999999998,0.54,0.25,0.25,0.6842105263157895,0.0,0.6842105263157895,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2003
2003-04-25,Duane Ludwig,Genki Sudo,red,24.72,25.13,177.8,175.26,177.8,,21,15,14,4,0.44,0.39,0.25,0.6,Orthodox,Orthodox,1,-0.41000000000000014,49.849999999999994,2.5400000000000205,353.06,,,6,36,10,18,0.04999999999999999,0.8300000000000001,-0.35,0.85,0.5833333333333334,0.75,-0.16666666666666663,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2003
2003-04-25,Matt Hughes,Sean Sherk,red,29.53,29.72,175.26,167.64,185.42,170.18,45,36,9,4,0.53,0.35,0.5,0.46,Switch,Orthodox,1,-0.18999999999999773,59.25,7.6200000000000045,342.9,15.23999999999998,355.6,9,81,5,13,0.18000000000000005,0.88,0.03999999999999998,0.96,0.8181818181818182,0.8780487804878049,-0.05986696230598665,0,0,0,0,0,1,0,0,1,0,0,0,0,4,2003
2003-04-25,Rich Franklin,Evan Tanner,red,28.55,32.2,185.42,182.88,193.04,187.96,29,32,7,8,0.44,0.59,0.66,0.43,Southpaw,Orthodox,1,-3.650000000000002,60.75,2.539999999999992,368.29999999999995,5.079999999999984,381.0,-3,61,-1,15,-0.14999999999999997,1.03,0.23000000000000004,1.09,0.7837837837837838,0.7804878048780488,0.003295978905734964,0,0,0,0,1,0,0,0,1,0,0,0,0,4,2003
2003-04-25,Dave Strasser,Romie Aram,red,33.78,25.39,177.8,177.8,,,25,7,8,1,0.45,0.35,0.33,0.62,Orthodox,Orthodox,1,8.39,59.17,0.0,355.6,,,18,32,7,9,0.10000000000000003,0.8,-0.29,0.95,0.7352941176470589,0.7777777777777778,-0.042483660130718914,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2003
2003-04-25,Wesley Correira,Sean Alvarez,red,24.45,31.78,190.5,182.88,,,20,4,16,3,0.36,0.37,0.0,0.0,Orthodox,Orthodox,1,-7.330000000000002,56.230000000000004,7.6200000000000045,373.38,,,16,24,13,19,-0.010000000000000009,0.73,0.0,0.0,0.5405405405405406,0.5,0.04054054054054057,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2003
2003-04-25,David Loiseau,Mark Weir,red,23.35,35.6,182.88,187.96,193.04,,23,21,11,18,0.44,0.56,0.42,0.5,Orthodox,Southpaw,1,-12.25,58.95,-5.0800000000000125,370.84000000000003,,,2,44,-7,29,-0.12000000000000005,1.0,-0.08000000000000002,0.9199999999999999,0.6571428571428571,0.525,0.13214285714285712,0,0,1,0,0,0,0,0,0,0,1,0,0,4,2003
2003-04-25,Hermes Franca,Richard Crunkilton,red,28.66,23.41,167.64,170.18,180.34,,24,19,17,4,0.39,0.41,0.36,0.61,Orthodox,Orthodox,1,5.25,52.07,-2.5400000000000205,337.82,,,5,43,13,21,-0.019999999999999962,0.8,-0.25,0.97,0.5714285714285714,0.7916666666666666,-0.22023809523809523,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2003
2003-04-25,Pete Spratt,Robbie Lawler,red,32.29,21.1,175.26,180.34,,187.96,25,30,23,16,0.48,0.47,1.0,0.64,Orthodox,Southpaw,1,11.189999999999998,53.39,-5.0800000000000125,355.6,,,-5,55,7,39,0.010000000000000009,0.95,0.36,1.6400000000000001,0.5102040816326531,0.6382978723404256,-0.1280937907077725,0,0,1,0,0,0,0,0,0,0,1,0,0,4,2003
2003-06-06,Randy Couture,Chuck Liddell,red,39.96,33.47,185.42,187.96,190.5,193.04,19,21,11,8,0.57,0.35,0.46,0.75,Orthodox,Orthodox,1,6.490000000000002,73.43,-2.5400000000000205,373.38,-2.539999999999992,383.53999999999996,-2,40,3,19,0.21999999999999997,0.9199999999999999,-0.29,1.21,0.6129032258064516,0.7,-0.08709677419354833,1,0,1,0,0,0,0,0,1,0,0,0,0,6,2003
2003-06-06,Kimo Leopoldo,David Abbott,red,35.42,38.11,190.5,182.88,,,10,10,7,15,0.83,0.3,1.0,0.33,Orthodox,Switch,1,-2.6899999999999977,73.53,7.6200000000000045,373.38,,,0,20,-8,22,0.53,1.13,0.6699999999999999,1.33,0.5555555555555556,0.38461538461538464,0.17094017094017094,0,0,1,0,0,0,0,0,0,0,0,1,0,6,2003
2003-06-06,Vitor Belfort,Marvin Eastman,red,26.18,31.99,182.88,175.26,187.96,185.42,26,18,14,15,0.46,0.35,0.6,0.33,Southpaw,Orthodox,1,-5.809999999999999,58.17,7.6200000000000045,358.14,2.5400000000000205,373.38,8,44,-1,29,0.11000000000000004,0.81,0.26999999999999996,0.9299999999999999,0.6341463414634146,0.5294117647058824,0.10473457675753228,0,0,0,0,1,0,0,0,1,0,0,0,0,6,2003
2003-06-06,Yves Edwards,Eddie Ruiz,red,26.68,35.99,175.26,170.18,185.42,,42,1,22,1,0.42,0.25,0.53,0.12,Southpaw,Orthodox,1,-9.310000000000002,62.67,5.079999999999984,345.44,,,41,43,21,23,0.16999999999999998,0.6699999999999999,0.41000000000000003,0.65,0.6461538461538462,0.3333333333333333,0.3128205128205129,0,0,0,0,1,0,0,0,1,0,0,0,0,6,2003
2003-06-06,Falaniko Vitale,Matt Lindland,red,28.9,33.05,177.8,182.88,,187.96,30,22,11,9,0.49,0.5,0.33,0.48,Orthodox,Southpaw,1,-4.149999999999999,61.949999999999996,-5.079999999999984,360.68,,,8,52,2,20,-0.010000000000000009,0.99,-0.14999999999999997,0.81,0.7142857142857143,0.6875,0.0267857142857143,0,0,1,0,0,0,0,0,0,0,1,0,0,6,2003
2003-06-06,Pedro Rizzo,Tra Telligman,red,29.09,38.32,185.42,187.96,,,20,7,11,5,0.34,0.35,0.28,1.0,Orthodox,Orthodox,1,-9.23,67.41,-2.5400000000000205,373.38,,,13,27,6,16,-0.009999999999999953,0.69,-0.72,1.28,0.625,0.5384615384615384,0.08653846153846156,1,0,1,0,0,0,0,0,1,0,0,0,0,6,2003
2003-06-06,Frank Mir,Wes Sims,red,24.04,23.84,190.5,208.28,200.66,,18,24,11,14,0.47,0.51,0.4,0.0,Southpaw,Orthodox,1,0.1999999999999993,47.879999999999995,-17.78,398.78,,,-6,42,-3,25,-0.040000000000000036,0.98,0.4,0.4,0.6,0.6153846153846154,-0.015384615384615441,0,0,0,0,1,0,0,0,1,0,0,0,0,6,2003
2003-09-26,Karo Parisyan,Dave Strasser,red,21.08,34.2,177.8,177.8,182.88,,24,25,11,8,0.41,0.45,0.59,0.33,Orthodox,Orthodox,1,-13.120000000000005,55.28,0.0,355.6,,,-1,49,3,19,-0.040000000000000036,0.86,0.25999999999999995,0.9199999999999999,0.6666666666666666,0.7352941176470589,-0.06862745098039225,1,0,1,0,0,0,0,0,1,0,0,0,0,9,2003
2003-09-26,Andrei Arlovski,Vladimir Matyushenko,red,24.64,32.73,190.5,182.88,195.58,187.96,34,27,24,8,0.45,0.44,0.35,0.46,Orthodox,Orthodox,1,-8.089999999999996,57.37,7.6200000000000045,373.38,7.6200000000000045,383.54,7,61,16,32,0.010000000000000009,0.89,-0.11000000000000004,0.81,0.576271186440678,0.75,-0.17372881355932202,1,0,1,0,0,0,0,0,1,0,0,0,0,9,2003
2003-09-26,Rich Franklin,Edwin DeWees,red,28.97,21.14,185.42,185.42,193.04,,29,38,7,17,0.44,0.33,0.66,0.66,Southpaw,Orthodox,1,7.829999999999998,50.11,0.0,370.84,,,-9,67,-10,24,0.10999999999999999,0.77,0.0,1.32,0.7837837837837838,0.6785714285714286,0.10521235521235517,0,0,0,0,1,0,0,0,1,0,0,0,0,9,2003
2003-09-26,Tim Sylvia,Gan McGee,red,27.56,26.85,203.2,208.28,203.2,,31,13,10,5,0.41,0.29,1.0,0.25,Orthodox,Orthodox,1,0.7099999999999973,54.41,-5.0800000000000125,411.48,,,18,44,5,15,0.12,0.7,0.75,1.25,0.7380952380952381,0.6842105263157895,0.053884711779448646,1,0,1,0,0,0,0,0,1,0,0,0,0,9,2003
2003-09-26,Jorge Rivera,David Loiseau,red,31.58,23.78,185.42,182.88,185.42,193.04,20,23,9,11,0.48,0.44,0.5,0.42,Orthodox,Orthodox,1,7.799999999999997,55.36,2.539999999999992,368.29999999999995,-7.6200000000000045,378.46,-3,43,-2,20,0.03999999999999998,0.9199999999999999,0.08000000000000002,0.9199999999999999,0.6666666666666666,0.6571428571428571,0.00952380952380949,1,0,1,0,0,0,0,0,1,0,0,0,0,9,2003
2003-09-26,Nick Diaz,Jeremy Jackson,red,20.15,21.02,185.42,177.8,193.04,,26,9,10,5,0.42,0.27,0.32,0.4,Southpaw,Orthodox,1,-0.870000000000001,41.17,7.619999999999976,363.22,,,17,35,5,15,0.14999999999999997,0.69,-0.08000000000000002,0.72,0.7027027027027027,0.6,0.10270270270270276,0,0,0,0,1,0,0,0,1,0,0,0,0,9,2003
2003-09-26,Josh Thomson,Gerald Strebendt,red,25.01,24.57,177.8,175.26,180.34,,22,9,9,7,0.47,0.0,0.39,0.0,Orthodox,Orthodox,1,0.4400000000000013,49.58,2.5400000000000205,353.06,,,13,31,2,16,0.47,0.47,0.39,0.39,0.6875,0.5294117647058824,0.15808823529411764,1,0,1,0,0,0,0,0,1,0,0,0,0,9,2003
2003-09-26,Randy Couture,Tito Ortiz,red,40.26,28.67,185.42,190.5,190.5,187.96,19,19,11,12,0.57,0.46,0.46,0.35,Orthodox,Orthodox,1,11.589999999999996,68.93,-5.0800000000000125,375.91999999999996,2.539999999999992,378.46000000000004,0,38,-1,23,0.10999999999999993,1.03,0.11000000000000004,0.81,0.6129032258064516,0.59375,0.019153225806451624,1,0,1,0,0,0,0,0,1,0,0,0,0,9,2003
2003-09-26,Hermes Franca,Caol Uno,red,29.08,28.39,167.64,170.18,180.34,177.8,24,33,17,19,0.39,0.49,0.36,0.31,Orthodox,Southpaw,1,0.6899999999999977,57.47,-2.5400000000000205,337.82,2.539999999999992,358.14,-9,57,-2,36,-0.09999999999999998,0.88,0.04999999999999999,0.6699999999999999,0.5714285714285714,0.6226415094339622,-0.05121293800539084,0,0,1,0,0,0,0,0,0,0,1,0,0,9,2003
2003-11-21,Evan Tanner,Phil Baroni,red,32.77,27.6,182.88,175.26,187.96,182.88,32,15,8,18,0.59,0.45,0.43,0.47,Orthodox,Orthodox,1,5.170000000000002,60.370000000000005,7.6200000000000045,358.14,5.0800000000000125,370.84000000000003,17,47,-10,26,0.13999999999999996,1.04,-0.03999999999999998,0.8999999999999999,0.7804878048780488,0.4411764705882353,0.3393113342898135,1,0,1,0,0,0,0,0,1,0,0,0,0,11,2003
2003-11-21,Matt Lindland,Falaniko Vitale,red,33.51,29.36,182.88,177.8,187.96,,22,30,9,11,0.5,0.49,0.48,0.33,Southpaw,Orthodox,1,4.149999999999999,62.87,5.079999999999984,360.68,,,-8,52,-2,20,0.010000000000000009,0.99,0.14999999999999997,0.81,0.6875,0.7142857142857143,-0.0267857142857143,0,0,0,0,1,0,0,0,1,0,0,0,0,11,2003
2003-11-21,Wesley Correira,David Abbott,red,25.03,38.57,190.5,182.88,,,20,10,16,15,0.36,0.3,0.0,0.33,Orthodox,Switch,1,-13.54,63.6,7.6200000000000045,373.38,,,10,30,1,31,0.06,0.6599999999999999,-0.33,0.33,0.5405405405405406,0.38461538461538464,0.15592515592515593,0,0,1,0,0,0,0,0,0,0,0,1,0,11,2003
2003-11-21,Robbie Lawler,Chris Lytle,red,21.67,29.26,180.34,180.34,187.96,172.72,30,31,16,18,0.47,0.45,0.64,0.55,Southpaw,Orthodox,1,-7.59,50.93000000000001,0.0,360.68,15.240000000000009,360.68,-1,61,-2,34,0.019999999999999962,0.9199999999999999,0.08999999999999997,1.19,0.6382978723404256,0.62,0.01829787234042557,0,0,0,0,1,0,0,0,1,0,0,0,0,11,2003
2003-11-21,Pedro Rizzo,Ricco Rodriguez,red,29.55,26.26,185.42,193.04,,,20,53,11,25,0.34,0.51,0.28,0.39,Orthodox,Orthodox,1,3.289999999999999,55.81,-7.6200000000000045,378.46,,,-33,73,-14,36,-0.16999999999999998,0.8500000000000001,-0.10999999999999999,0.67,0.625,0.6708860759493671,-0.04588607594936711,1,0,1,0,0,0,0,0,1,0,0,0,0,11,2003
2003-11-21,Keith Rockel,Chris Liguori,red,,,182.88,175.26,,,12,15,4,10,0.73,0.33,0.75,0.0,Orthodox,Orthodox,1,,,7.6200000000000045,358.14,,,-3,27,-6,14,0.39999999999999997,1.06,0.75,0.75,0.7058823529411765,0.5769230769230769,0.12895927601809964,1,0,1,0,0,0,0,0,1,0,0,0,0,11,2003
2003-11-21,Matt Hughes,Frank Trigg,red,30.11,31.54,175.26,175.26,185.42,180.34,45,21,9,9,0.53,0.46,0.5,0.47,Switch,Southpaw,1,-1.4299999999999997,61.65,0.0,350.52,5.079999999999984,365.76,24,66,0,18,0.07,0.99,0.030000000000000027,0.97,0.8181818181818182,0.6774193548387096,0.1407624633431086,0,0,0,0,0,1,0,0,0,0,1,0,0,11,2003
2003-11-21,Yves Edwards,Nick Agallar,red,27.14,24.85,175.26,172.72,185.42,,42,24,22,6,0.42,0.11,0.53,0.0,Southpaw,Orthodox,1,2.289999999999999,51.99,2.539999999999992,347.98,,,18,66,16,28,0.31,0.53,0.53,0.53,0.6461538461538462,0.7741935483870968,-0.12803970223325056,0,0,0,0,1,0,0,0,1,0,0,0,0,11,2003
2004-01-31,Vitor Belfort,Randy Couture,red,26.83,40.61,182.88,185.42,187.96,190.5,26,19,14,11,0.46,0.57,0.6,0.46,Southpaw,Orthodox,1,-13.780000000000001,67.44,-2.539999999999992,368.29999999999995,-2.539999999999992,378.46000000000004,7,45,3,25,-0.10999999999999993,1.03,0.13999999999999996,1.06,0.6341463414634146,0.6129032258064516,0.02124311565696302,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2004
2004-01-31,Renato Verissimo,Carlos Newton,red,30.49,27.46,185.42,175.26,,,7,16,5,14,0.48,0.41,0.3,0.7,Orthodox,Orthodox,1,3.0299999999999976,57.95,10.159999999999997,360.67999999999995,,,-9,23,-9,19,0.07,0.8899999999999999,-0.39999999999999997,1.0,0.5384615384615384,0.5161290322580645,0.022332506203473934,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2004
2004-01-31,BJ Penn,Matt Hughes,red,25.13,30.3,175.26,175.26,177.8,185.42,16,45,14,9,0.48,0.53,0.55,0.5,Orthodox,Switch,1,-5.170000000000002,55.43,0.0,350.52,-7.619999999999976,363.22,-29,61,5,23,-0.050000000000000044,1.01,0.050000000000000044,1.05,0.5161290322580645,0.8181818181818182,-0.30205278592375373,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2004
2004-01-31,Frank Mir,Wes Sims,red,24.69,24.49,190.5,208.28,200.66,,18,24,11,14,0.47,0.51,0.4,0.0,Southpaw,Orthodox,1,0.20000000000000284,49.18,-17.78,398.78,,,-6,42,-3,25,-0.040000000000000036,0.98,0.4,0.4,0.6,0.6153846153846154,-0.015384615384615441,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2004
2004-01-31,Lee Murray,Jorge Rivera,red,26.38,31.92,190.5,185.42,,185.42,8,20,2,9,0.15,0.48,1.0,0.5,Orthodox,Orthodox,1,-5.540000000000003,58.3,5.0800000000000125,375.91999999999996,,,-12,28,-7,11,-0.32999999999999996,0.63,0.5,1.5,0.7272727272727273,0.6666666666666666,0.06060606060606066,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2004
2004-01-31,Georges St-Pierre,Karo Parisyan,red,22.7,21.43,180.34,177.8,193.04,182.88,26,24,2,11,0.53,0.41,0.74,0.59,Orthodox,Orthodox,1,1.2699999999999996,44.129999999999995,2.539999999999992,358.14,10.159999999999997,375.91999999999996,2,50,-9,13,0.12000000000000005,0.94,0.15000000000000002,1.33,0.896551724137931,0.6666666666666666,0.22988505747126442,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2004
2004-01-31,Josh Thomson,Hermes Franca,red,25.36,29.43,177.8,167.64,180.34,180.34,22,24,9,17,0.47,0.39,0.39,0.36,Orthodox,Orthodox,1,-4.07,54.79,10.160000000000025,345.44,0.0,360.68,-2,46,-8,26,0.07999999999999996,0.86,0.030000000000000027,0.75,0.6875,0.5714285714285714,0.1160714285714286,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2004
2004-01-31,Matt Serra,Jeff Curran,red,29.66,26.41,167.64,167.64,172.72,175.26,11,36,7,18,0.39,0.31,0.2,0.12,Orthodox,Orthodox,1,3.25,56.07,0.0,335.28,-2.539999999999992,347.98,-25,47,-11,25,0.08000000000000002,0.7,0.08000000000000002,0.32,0.5789473684210527,0.6545454545454545,-0.07559808612440189,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2004
2004-04-02,Yves Edwards,Hermes Franca,red,27.5,29.6,175.26,167.64,185.42,180.34,42,24,22,17,0.42,0.39,0.53,0.36,Southpaw,Orthodox,1,-2.1000000000000014,57.1,7.6200000000000045,342.9,5.079999999999984,365.76,18,66,5,39,0.02999999999999997,0.81,0.17000000000000004,0.89,0.6461538461538462,0.5714285714285714,0.07472527472527479,0,0,0,0,1,0,0,0,1,0,0,0,0,4,2004
2004-04-02,Chris Lytle,Tiki Ghosn,red,29.62,27.14,180.34,177.8,172.72,,31,10,18,7,0.45,0.46,0.55,0.5,Orthodox,Orthodox,1,2.4800000000000004,56.760000000000005,2.539999999999992,358.14,,,21,41,11,25,-0.010000000000000009,0.91,0.050000000000000044,1.05,0.62,0.5555555555555556,0.06444444444444442,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2004
2004-04-02,Chuck Liddell,Tito Ortiz,red,34.29,29.19,187.96,190.5,193.04,187.96,21,19,8,12,0.35,0.46,0.75,0.35,Orthodox,Orthodox,1,5.099999999999998,63.480000000000004,-2.539999999999992,378.46000000000004,5.079999999999984,381.0,2,40,-4,20,-0.11000000000000004,0.81,0.4,1.1,0.7,0.59375,0.10624999999999996,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2004
2004-04-02,Nick Diaz,Robbie Lawler,red,20.67,22.04,185.42,180.34,193.04,187.96,26,30,10,16,0.42,0.47,0.32,0.64,Southpaw,Southpaw,1,-1.3699999999999974,42.71,5.079999999999984,365.76,5.079999999999984,381.0,-4,56,-6,26,-0.04999999999999999,0.8899999999999999,-0.32,0.96,0.7027027027027027,0.6382978723404256,0.06440483036227718,1,0,0,0,1,0,0,0,0,0,1,0,0,4,2004
2004-04-02,Andrei Arlovski,Wesley Correira,red,25.16,25.39,190.5,190.5,195.58,,34,20,24,16,0.45,0.36,0.35,0.0,Orthodox,Orthodox,1,-0.23000000000000043,50.55,0.0,381.0,,,14,54,8,40,0.09000000000000002,0.81,0.35,0.35,0.576271186440678,0.5405405405405406,0.035730645900137414,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2004
2004-04-02,Mike Kyle,Wes Sims,red,24.01,24.66,193.04,208.28,195.58,,22,24,14,14,0.51,0.51,0.62,0.0,Orthodox,Orthodox,1,-0.6499999999999986,48.67,-15.240000000000009,401.32,,,-2,46,0,28,0.0,1.02,0.62,0.62,0.5945945945945946,0.6153846153846154,-0.02079002079002079,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2004
2004-04-02,Jonathan Wiezorek,Wade Shipp,red,26.14,29.14,190.5,190.5,,,11,11,2,5,0.58,0.86,0.2,0.0,Southpaw,Orthodox,1,-3.0,55.28,0.0,381.0,,,0,22,-3,7,-0.28,1.44,0.2,0.2,0.7857142857142857,0.6470588235294118,0.1386554621848739,0,0,0,0,1,0,0,0,1,0,0,0,0,4,2004
2004-04-02,Genki Sudo,Mike Brown,red,26.07,28.57,175.26,167.64,,177.8,15,26,4,9,0.39,0.44,0.6,0.4,Orthodox,Orthodox,1,-2.5,54.64,7.6200000000000045,342.9,,,-11,41,-5,13,-0.04999999999999999,0.8300000000000001,0.19999999999999996,1.0,0.75,0.7222222222222222,0.02777777777777779,1,0,1,0,0,0,0,0,1,0,0,0,0,4,2004
2004-06-19,Ken Shamrock,Kimo Leopoldo,red,40.35,36.45,185.42,190.5,182.88,,28,10,17,7,0.46,0.83,0.6,1.0,Orthodox,Orthodox,1,3.8999999999999986,76.80000000000001,-5.0800000000000125,375.91999999999996,,,18,38,10,24,-0.36999999999999994,1.29,-0.4,1.6,0.6086956521739131,0.5555555555555556,0.0531400966183575,1,0,1,0,0,0,0,0,1,0,0,0,0,6,2004
