fight_date,fighter_red,fighter_blue,winner,red_age,blue_age,red_height_cm,blue_height_cm,red_reach_cm,blue_reach_cm,red_wins,blue_wins,red_losses,blue_losses,red_sig_str_acc,blue_sig_str_acc,red_takedown_acc,blue_takedown_acc,red_stance,blue_stance
2023-05-20,Edmen Shahbazyan,Anthony Hernandez,blue,25.49,29.59,187.96,182.88,190.5,190.5,15,15,5,2,0.48,0.62,0.37,0.48,Orthodox,Orthodox
2023-05-20,Diego Ferreira,Michael Johnson,red,38.33,36.96,175.26,177.8,187.96,185.42,19,25,6,19,0.4,0.39,0.3,0.38,Orthodox,Southpaw
2023-05-20,Maheshate,Viacheslav Borshchev,blue,23.47,31.36,182.88,180.34,180.34,175.26,10,8,5,6,0.31,0.54,0.0,0.0,Orthodox,Orthodox
2023-05-20,Karolina Kowalkiewicz,Vanessa Demopoulos,red,37.59,34.66,160.02,157.48,162.56,149.86,16,11,9,8,0.43,0.39,0.22,0.09,Orthodox,Orthodox
2023-05-20,Orion Cosce,Gilbert Urbina,blue,28.85,27.12,180.34,190.5,180.34,190.5,8,7,2,5,0.53,0.56,0.4,0.44,Switch,Orthodox
2023-05-20,Natalia Silva,Victoria Leonardo,red,26.29,33.25,162.56,165.1,165.1,162.56,19,9,5,7,0.46,0.38,0.25,0.27,Southpaw,Orthodox
2023-05-20,Ilir Latifi,Rodrigo Nascimento,blue,40.81,30.48,177.8,187.96,185.42,203.2,17,11,9,3,0.45,0.47,0.35,0.37,Orthodox,Orthodox
2023-05-20,Chase Hooper,Nick Fiore,red,23.68,25.44,185.42,177.8,187.96,182.88,16,6,4,2,0.49,0.46,0.33,0.45,Southpaw,Orthodox
2023-05-20,Takashi Sato,Themba Gorimbo,blue,32.94,32.32,177.8,185.42,185.42,195.58,16,14,7,5,0.41,0.61,0.37,0.65,Southpaw,Orthodox
2023-05-13,Anthony Smith,Johnny Walker,blue,34.8,31.12,193.04,198.12,193.04,208.28,38,22,22,9,0.49,0.55,0.22,0.6,Orthodox,Orthodox
2023-05-13,Jairzinho Rozenstruik,Jailton Almeida,blue,35.15,31.88,187.96,190.5,198.12,200.66,15,22,6,3,0.48,0.65,0.0,0.6,Orthodox,Orthodox
2023-05-13,Daniel Rodriguez,Ian Machado Garry,blue,36.36,25.48,185.42,190.5,187.96,187.96,20,16,5,1,0.49,0.54,0.5,0.33,Southpaw,Orthodox
2023-05-13,Carlos Ulberg,Ihor Potieria,red,32.51,26.95,193.04,190.5,195.58,190.5,13,20,1,8,0.55,0.5,0.6,0.18,Orthodox,Southpaw
2023-05-13,Tim Means,Alex Morono,blue,39.23,32.74,187.96,180.34,190.5,182.88,33,24,17,12,0.49,0.4,0.4,0.24,Orthodox,Orthodox
2023-05-13,Karl Williams,Chase Sherman,red,33.35,33.49,190.5,193.04,200.66,198.12,10,16,2,12,0.48,0.45,0.48,0.5,Orthodox,Orthodox
2023-05-13,Matt Brown,Court McGee,red,42.34,38.41,182.88,180.34,190.5,190.5,26,23,19,14,0.55,0.36,0.46,0.24,Orthodox,Orthodox
2023-05-13,Bryan Battle,Gabe Green,red,28.64,30.03,185.42,177.8,195.58,185.42,13,12,2,5,0.52,0.45,0.17,0.5,Orthodox,Switch
2023-05-13,Ji Yeon Kim,Mandy Bohm,blue,33.57,33.79,170.18,170.18,182.88,180.34,9,8,7,2,0.36,0.45,0.0,0.18,Orthodox,Orthodox
2023-05-13,Cody Stamann,Douglas Silva de Andrade,blue,33.51,37.89,167.64,170.18,162.56,172.72,21,29,8,6,0.46,0.38,0.37,0.42,Orthodox,Orthodox
2023-05-13,Jessica-Rose Clark,Tainara Lisboa,blue,35.46,32.2,165.1,170.18,162.56,170.18,11,7,9,3,0.51,0.43,0.42,0.36,Orthodox,Orthodox
2023-05-06,Aljamain Sterling,Henry Cejudo,red,33.76,36.24,170.18,162.56,180.34,162.56,25,16,5,5,0.52,0.47,0.3,0.31,Orthodox,Orthodox
2023-05-06,Belal Muhammad,Gilbert Burns,red,34.82,36.79,180.34,177.8,182.88,180.34,24,22,4,9,0.43,0.48,0.38,0.37,Orthodox,Orthodox
2023-05-06,Jessica Andrade,Yan Xiaonan,blue,31.61,33.89,154.94,165.1,157.48,160.02,26,19,15,5,0.48,0.45,0.54,0.73,Orthodox,Orthodox
2023-05-06,Movsar Evloev,Diego Lopes,red,29.23,28.35,170.18,180.34,182.88,182.88,19,26,0,7,0.48,0.47,0.48,0.4,Orthodox,Orthodox
2023-05-06,Kron Gracie,Charles Jourdain,blue,34.82,27.44,175.26,175.26,177.8,175.26,5,16,3,8,0.42,0.48,0.25,0.21,Southpaw,Switch
2023-05-06,Drew Dober,Matt Frevola,blue,34.54,32.9,172.72,175.26,177.8,180.34,27,11,15,5,0.4,0.4,0.17,0.39,Southpaw,Orthodox
2023-05-06,Kennedy Nzechukwu,Devin Clark,red,30.89,33.07,195.58,182.88,210.82,190.5,14,14,6,9,0.46,0.54,0.45,0.32,Southpaw,Orthodox
2023-05-06,Khaos Williams,Rolando Bedoya,red,29.1,26.31,182.88,180.34,195.58,187.96,15,14,5,4,0.39,0.49,0.0,0.0,Orthodox,Orthodox
2023-05-06,Marina Rodriguez,Virna Jandiroba,blue,36.02,34.93,167.64,160.02,165.1,162.56,17,22,6,3,0.46,0.38,0.5,0.33,Orthodox,Orthodox
2023-05-06,Braxton Smith,Parker Porter,blue,33.34,38.04,180.34,182.88,182.88,190.5,5,14,2,9,0.48,0.5,0.0,0.26,Orthodox,Orthodox
2023-05-06,Phil Hawes,Ikram Aliskerov,blue,34.32,30.41,182.88,182.88,195.58,193.04,12,16,6,2,0.59,0.62,0.34,0.33,Orthodox,Southpaw
2023-05-06,Joseph Holmes,Claudio Ribeiro,blue,27.84,30.8,193.04,185.42,203.2,195.58,8,11,4,5,0.53,0.51,0.4,0.5,Orthodox,Orthodox
2023-04-29,Song Yadong,Ricky Simon,red,25.4,30.66,172.72,167.64,170.18,175.26,22,22,8,6,0.43,0.44,0.38,0.43,Orthodox,Orthodox
2023-04-29,Caio Borralho,Michal Oleksiejczuk,red,30.28,28.18,185.42,182.88,190.5,187.96,17,21,2,9,0.56,0.51,0.48,0.43,Southpaw,Southpaw
2023-04-29,Rodolfo Vieira,Cody Brundage,red,33.59,28.95,182.88,182.88,185.42,182.88,11,11,3,7,0.55,0.51,0.23,0.46,Orthodox,Orthodox
2023-04-29,Julian Erosa,Fernando Padilla,blue,33.74,26.37,185.42,185.42,187.96,193.04,31,16,13,6,0.48,0.4,0.43,0.0,Southpaw,Orthodox
2023-04-29,Marcos Rogerio de Lima,Waldo Cortes-Acosta,red,37.84,31.57,185.42,193.04,190.5,198.12,22,14,10,2,0.57,0.48,0.45,0.5,Orthodox,Orthodox
2023-04-29,Martin Buday,Jake Collier,red,31.46,34.51,193.04,190.5,195.58,198.12,16,13,2,10,0.53,0.44,0.2,0.33,Orthodox,Orthodox
2023-04-29,Josh Quinlan,Trey Waters,blue,30.22,28.18,182.88,195.58,182.88,195.58,6,9,3,2,0.42,0.44,0.11,0.33,Orthodox,Orthodox
2023-04-29,Cody Durden,Charles Johnson,red,32.08,32.3,170.18,175.26,170.18,177.8,17,18,8,7,0.44,0.49,0.47,0.2,Southpaw,Switch
2023-04-29,Stephanie Egger,Irina Alekseeva,blue,34.71,32.84,167.64,172.72,172.72,170.18,8,5,5,3,0.46,0.39,0.42,0.2,Orthodox,Orthodox
2023-04-29,Journey Newson,Marcus McGhee,blue,34.14,32.98,165.1,172.72,170.18,175.26,10,10,5,2,0.32,0.45,0.16,0.14,Orthodox,Orthodox
2023-04-29,Hailey Cowan,Jamey-Lyn Horth,blue,31.21,33.08,172.72,170.18,170.18,167.64,7,8,4,2,0.42,0.54,0.36,0.42,Southpaw,Orthodox
2023-04-22,Brad Tavares,Bruno Silva,blue,35.33,33.77,185.42,182.88,187.96,187.96,21,23,12,13,0.43,0.48,0.26,0.22,Orthodox,Orthodox
2023-04-22,Sergei Pavlovich,Curtis Blaydes,red,30.94,32.17,190.5,193.04,213.36,203.2,20,19,3,5,0.44,0.5,0.25,0.48,Southpaw,Orthodox
2023-04-22,Iasmin Lucindo,Brogan Walker,red,21.28,34.72,160.02,162.56,167.64,170.18,18,8,6,4,0.45,0.3,0.55,0.0,Orthodox,Switch
2023-04-22,Jeremiah Wells,Matthew Semelsberger,red,36.48,30.41,175.26,185.42,187.96,190.5,12,11,4,8,0.43,0.42,0.44,0.57,Switch,Switch
2023-04-22,Karol Rosa,Norma Dumont,blue,28.31,32.56,165.1,170.18,170.18,170.18,19,12,7,2,0.56,0.5,0.48,0.56,Orthodox,Orthodox
2023-04-22,Rani Yahya,Montel Jackson,blue,38.61,30.99,167.64,177.8,170.18,190.5,28,15,12,2,0.38,0.53,0.3,0.62,Orthodox,Southpaw
2023-04-22,Ricky Glenn,Christos Giagos,blue,34.03,33.24,182.88,177.8,177.8,180.34,22,20,9,12,0.42,0.41,0.13,0.36,Southpaw,Orthodox
2023-04-22,Mohammed Usman,Junior Tafa,red,34.06,26.58,187.96,190.5,200.66,190.5,12,6,4,4,0.39,0.51,0.14,0.0,Orthodox,Orthodox
2023-04-22,Brady Hiestand,Batgerel Danaa,red,23.98,33.8,172.72,170.18,180.34,177.8,9,12,2,5,0.5,0.36,0.46,0.5,Orthodox,Orthodox
2023-04-22,Francis Marshall,William Gomis,blue,24.14,25.86,175.26,182.88,182.88,185.42,8,15,3,3,0.33,0.49,0.44,0.38,Orthodox,Southpaw
2023-04-08,Alex Pereira,Israel Adesanya,blue,35.75,33.71,193.04,193.04,200.66,203.2,12,24,3,5,0.62,0.48,0.5,0.11,Orthodox,Switch
2023-04-08,Rob Font,Adrian Yanez,red,35.79,29.36,172.72,170.18,180.34,177.8,22,17,8,6,0.46,0.41,0.34,0.0,Orthodox,Orthodox
2023-04-08,Gilbert Burns,Jorge Masvidal,red,36.72,38.4,177.8,180.34,180.34,187.96,22,35,9,17,0.48,0.47,0.37,0.59,Orthodox,Orthodox
2023-04-08,Kevin Holland,Santiago Ponzinibbio,red,30.42,36.53,190.5,182.88,205.74,185.42,28,31,14,9,0.5,0.41,0.38,0.27,Orthodox,Orthodox
2023-04-08,Raul Rosas Jr.,Christian Rodriguez,blue,18.5,25.31,175.26,170.18,170.18,180.34,11,12,1,4,0.44,0.5,0.41,0.4,Switch,Orthodox
2023-04-08,Chris Curtis,Kelvin Gastelum,blue,35.73,31.46,177.8,175.26,190.5,180.34,32,20,12,10,0.5,0.42,0.0,0.34,Orthodox,Southpaw
2023-04-08,Gerald Meerschaert,Joe Pyfer,blue,35.3,26.55,185.42,187.96,195.58,190.5,37,14,20,3,0.45,0.43,0.3,0.42,Southpaw,Orthodox
2023-04-08,Michelle Waterson-Gomez,Luana Pinheiro,blue,37.25,30.38,160.02,157.48,157.48,157.48,18,11,13,5,0.46,0.39,0.33,0.37,Orthodox,Orthodox
2023-04-08,Cynthia Calvillo,Loopy Godinez,blue,35.74,29.59,162.56,157.48,162.56,154.94,9,14,6,5,0.38,0.49,0.44,0.41,Orthodox,Orthodox
2023-04-08,Ignacio Bahamondes,Trey Ogden,red,25.61,33.4,190.5,180.34,190.5,182.88,17,18,6,7,0.45,0.5,0.0,0.32,Orthodox,Orthodox
2023-04-08,Shayilan Nuerdanbieke,Steve Garcia,blue,28.93,30.88,172.72,182.88,175.26,190.5,39,18,12,5,0.45,0.48,0.35,0.4,Orthodox,Southpaw
2023-04-08,Jaqueline Amorim,Sam Hughes,blue,27.79,30.78,160.02,165.1,172.72,162.56,10,11,1,6,0.53,0.46,0.37,0.35,Orthodox,Orthodox
2023-04-15,Max Holloway,Arnold Allen,red,31.36,29.23,180.34,172.72,175.26,177.8,27,20,8,3,0.48,0.41,0.53,0.47,Orthodox,Southpaw
2023-04-15,Dustin Jacoby,Azamat Murzakanov,blue,35.03,34.01,190.5,177.8,193.04,180.34,21,15,9,0,0.47,0.57,0.25,0.15,Orthodox,Southpaw
2023-04-15,Edson Barboza,Billy Quarantillo,red,37.23,34.35,180.34,177.8,190.5,177.8,24,18,13,7,0.44,0.54,0.5,0.24,Orthodox,Orthodox
2023-04-15,Pedro Munhoz,Chris Gutierrez,red,36.6,31.98,167.64,175.26,165.1,170.18,20,22,10,6,0.41,0.58,0.16,0.25,Orthodox,Orthodox
2023-04-15,Tanner Boser,Ion Cutelaba,blue,31.7,29.33,187.96,185.42,190.5,190.5,21,19,10,11,0.52,0.43,0.0,0.49,Orthodox,Southpaw
2023-04-15,Bill Algeo,TJ Brown,red,33.85,32.9,182.88,175.26,185.42,182.88,18,17,9,11,0.51,0.44,0.5,0.57,Switch,Switch
2023-04-15,Clay Guida,Rafa Garcia,blue,41.35,28.69,170.18,170.18,177.8,177.8,38,17,22,4,0.33,0.43,0.35,0.43,Orthodox,Orthodox
2023-04-15,Gillian Robertson,Piera Rodriguez,red,27.91,30.42,165.1,160.02,160.02,160.02,16,11,8,2,0.48,0.47,0.4,0.54,Orthodox,Orthodox
2023-04-15,Zak Cummings,Ed Herman,red,38.7,42.53,182.88,185.42,190.5,195.58,25,27,7,16,0.35,0.48,0.28,0.47,Southpaw,Orthodox
2023-04-15,Brandon Royval,Matheus Nicolau,red,30.66,30.27,175.26,167.64,172.72,167.64,17,19,8,6,0.41,0.51,0.75,0.43,Southpaw,Orthodox
2023-04-15,Lando Vannata,Daniel Zellhuber,blue,31.09,23.77,175.26,185.42,180.34,195.58,12,15,7,3,0.45,0.39,0.37,0.25,Orthodox,Switch
2023-04-15,Bruna Brasil,Denise Gomes,blue,29.6,23.29,167.64,157.48,165.1,160.02,11,11,5,3,0.56,0.5,0.64,0.36,Orthodox,Orthodox
2023-04-15,Aaron Phillips,Gaston Bolanos,blue,33.69,30.58,175.26,170.18,180.34,175.26,12,8,5,5,0.53,0.49,0.5,1.0,Southpaw,Orthodox
2023-03-25,Marlon Vera,Cory Sandhagen,blue,30.31,30.93,172.72,180.34,177.8,177.8,23,18,10,5,0.49,0.45,0.39,0.34,Switch,Switch
2023-04-15,Joselyne Edwards,Lucie Pudilova,red,27.54,28.84,172.72,172.72,177.8,170.18,16,14,6,10,0.53,0.37,0.38,0.31,Orthodox,Orthodox
2023-03-25,Holly Holm,Yana Santos,red,41.43,33.37,172.72,167.64,175.26,172.72,15,16,7,8,0.4,0.58,0.3,0.5,Southpaw,Orthodox
2023-03-25,Nate Landwehr,Austin Lingo,red,34.8,28.71,175.26,177.8,182.88,177.8,18,9,7,3,0.45,0.37,0.41,0.66,Orthodox,Orthodox
2023-03-25,Daniel Pineda,Tucker Lutz,red,37.63,28.7,170.18,172.72,175.26,182.88,28,12,17,4,0.49,0.46,0.24,0.44,Orthodox,Orthodox
2023-03-25,Chidi Njokuani,Albert Duraev,blue,34.23,34.21,190.5,180.34,203.2,190.5,25,16,11,5,0.62,0.4,0.0,0.29,Orthodox,Orthodox
2023-03-25,Andrea Lee,Maycee Barber,blue,34.11,24.85,167.64,165.1,175.26,165.1,13,14,11,2,0.45,0.53,0.52,0.43,Orthodox,Switch
2023-03-25,Steven Peterson,Lucas Alexander,blue,32.82,27.66,177.8,180.34,177.8,185.42,19,8,11,5,0.4,0.57,0.26,0.0,Orthodox,Orthodox
2023-03-25,Victor Altamirano,Vinicius Salvador,red,32.17,26.67,172.72,170.18,177.8,177.8,12,14,5,7,0.53,0.43,0.38,0.11,Switch,Southpaw
2023-03-25,Trevin Giles,Preston Parsons,red,30.63,27.69,182.88,180.34,187.96,180.34,16,11,7,6,0.54,0.51,0.5,0.36,Orthodox,Orthodox
2023-03-25,CJ Vergara,Daniel Lacerda,red,31.77,26.8,167.64,167.64,172.72,177.8,12,11,7,6,0.56,0.45,0.0,0.5,Orthodox,Switch
2023-03-18,Leon Edwards,Kamaru Usman,red,31.56,35.85,187.96,182.88,187.96,193.04,22,21,5,4,0.54,0.51,0.36,0.44,Southpaw,Switch
2023-03-18,Justin Gaethje,Rafael Fiziev,red,34.34,30.03,180.34,172.72,177.8,180.34,26,13,5,4,0.58,0.52,0.14,0.72,Orthodox,Switch
2023-03-18,Jennifer Maia,Casey O'Neill,red,34.44,25.44,162.56,167.64,162.56,175.26,21,10,10,2,0.38,0.52,0.27,0.34,Orthodox,Orthodox
2023-03-18,Gunnar Nelson,Bryan Barberena,red,34.64,33.87,180.34,182.88,182.88,182.88,19,18,6,12,0.61,0.48,0.52,0.22,Switch,Southpaw
2023-03-18,Marvin Vettori,Roman Dolidze,red,29.49,34.67,182.88,187.96,187.96,193.04,19,15,9,4,0.45,0.41,0.45,0.39,Southpaw,Orthodox
2023-03-18,Jack Shore,Makwan Amirkhani,red,28.11,34.35,172.72,177.8,180.34,182.88,17,17,3,9,0.58,0.44,0.39,0.43,Orthodox,Southpaw
2023-03-18,Sam Patterson,Yanal Ashmouz,blue,26.88,27.96,190.5,175.26,198.12,175.26,14,8,2,2,0.43,0.5,1.0,0.38,Orthodox,Orthodox
2023-03-18,Chris Duncan,Omar Morales,red,29.85,37.42,177.8,180.34,180.34,185.42,14,11,2,4,0.44,0.4,0.42,1.0,Orthodox,Orthodox
2023-03-18,Lerone Murphy,Gabriel Santos,red,31.66,26.3,175.26,175.26,185.42,177.8,17,12,0,2,0.53,0.6,0.54,0.54,Orthodox,Orthodox
2023-03-18,Muhammad Mokaev,Jafel Filho,red,22.63,29.87,170.18,170.18,177.8,172.72,13,16,0,4,0.45,0.41,0.41,0.42,Orthodox,Orthodox
2023-03-18,Christian Leroy Duncan,Dusko Todorovic,red,27.65,28.83,187.96,185.42,200.66,187.96,12,12,2,6,0.59,0.57,0.11,0.17,Switch,Orthodox
2023-03-18,Jake Hadley,Malcolm Gordon,red,26.62,32.83,170.18,170.18,177.8,180.34,11,14,4,8,0.43,0.45,0.11,0.35,Southpaw,Switch
2023-03-18,Juliana Miller,Veronica Hardy,blue,26.86,27.38,170.18,162.56,167.64,162.56,5,9,3,5,0.44,0.45,0.38,0.41,Orthodox,Southpaw
2023-03-18,Joanne Wood,Luana Carolina,red,37.23,29.77,167.64,167.64,165.1,175.26,17,11,8,4,0.51,0.5,0.55,0.37,Orthodox,Orthodox
2023-03-11,Alexander Volkov,Alexandr Romanov,red,34.38,32.25,200.66,187.96,203.2,190.5,38,18,11,3,0.57,0.51,0.66,0.55,Orthodox,Southpaw
2023-03-11,Said Nurmagomedov,Jonathan Martinez,blue,30.93,28.89,172.72,172.72,177.8,177.8,18,19,5,6,0.48,0.49,0.15,0.35,Orthodox,Southpaw
2023-03-11,Petr Yan,Merab Dvalishvili,blue,30.08,32.16,170.18,167.64,170.18,172.72,19,20,5,4,0.54,0.42,0.48,0.35,Switch,Orthodox
2023-03-11,Nikita Krylov,Ryan Spann,red,31.01,31.55,190.5,195.58,195.58,200.66,30,23,11,11,0.54,0.39,0.38,0.34,Orthodox,Orthodox
2023-03-11,Karl Williams,Lukasz Brzeski,red,33.17,30.81,190.5,190.5,200.66,198.12,10,9,2,7,0.48,0.5,0.48,0.33,Orthodox,Orthodox
2023-03-11,Vitor Petrino,Anton Turkalj,red,25.53,26.75,187.96,193.04,195.58,198.12,12,8,2,4,0.45,0.42,0.58,0.41,Orthodox,Orthodox
2023-03-11,Mario Bautista,Guido Cannetti,red,29.69,43.23,175.26,167.64,175.26,172.72,16,10,2,8,0.49,0.55,0.33,0.55,Switch,Southpaw
2023-03-11,Sedriques Dumas,Josh Fremd,blue,27.59,29.15,187.96,193.04,200.66,193.04,10,11,3,6,0.45,0.44,0.35,0.25,Orthodox,Orthodox
2023-03-11,Raphael Assuncao,Davey Grant,blue,40.64,37.23,165.1,172.72,167.64,175.26,28,17,10,7,0.42,0.44,0.39,0.4,Orthodox,Orthodox
2023-03-11,Victor Henry,Tony Gravely,red,35.85,31.45,170.18,165.1,172.72,175.26,25,23,7,9,0.53,0.48,0.42,0.41,Switch,Orthodox
2023-03-11,Ariane da Silva,JJ Aldrich,red,29.12,30.44,167.64,165.1,170.18,170.18,17,14,11,7,0.41,0.47,0.38,0.26,Orthodox,Southpaw
2023-03-11,Tyson Nam,Bruno Silva,blue,39.43,32.99,170.18,162.56,172.72,165.1,21,14,14,7,0.33,0.49,0.0,0.23,Orthodox,Orthodox
2023-03-04,Jon Jones,Ciryl Gane,red,35.62,32.89,193.04,193.04,213.36,205.74,28,13,1,2,0.58,0.61,0.45,0.25,Orthodox,Orthodox
2023-03-04,Valentina Shevchenko,Alexa Grasso,blue,34.99,29.57,165.1,165.1,167.64,167.64,25,16,4,5,0.52,0.41,0.6,0.35,Southpaw,Orthodox
2023-03-11,Carlston Harris,Jared Gooden,red,35.67,29.26,182.88,182.88,193.04,195.58,19,23,7,10,0.43,0.48,0.22,0.45,Orthodox,Orthodox
2023-03-04,Geoff Neal,Shavkat Rakhmonov,blue,32.51,28.36,180.34,185.42,190.5,195.58,16,19,7,0,0.51,0.6,0.45,0.25,Southpaw,Orthodox
2023-03-04,Bo Nickal,Jamie Pickett,red,27.13,34.51,185.42,187.96,193.04,203.2,7,13,1,11,0.59,0.47,0.53,0.4,Southpaw,Orthodox
2023-03-04,Mateusz Gamrot,Jalin Turner,red,32.23,27.79,177.8,190.5,177.8,195.58,25,14,3,9,0.51,0.48,0.36,0.55,Southpaw,Southpaw
2023-03-04,Viviane Araujo,Amanda Ribas,blue,36.28,29.52,162.56,162.56,172.72,167.64,13,13,7,7,0.47,0.39,0.43,0.52,Orthodox,Orthodox
2023-03-04,Derek Brunson,Dricus Du Plessis,blue,39.16,29.13,185.42,185.42,195.58,193.04,23,23,9,3,0.47,0.48,0.33,0.51,Southpaw,Switch
2023-03-04,Cody Garbrandt,Trevin Jones,red,31.66,32.58,172.72,170.18,165.1,177.8,14,13,7,10,0.39,0.37,0.27,0.15,Orthodox,Southpaw
2023-03-04,Julian Marquez,Marc-Andre Barriault,blue,32.82,33.04,187.96,185.42,182.88,187.96,9,17,6,10,0.45,0.47,0.0,0.28,Orthodox,Orthodox
2023-03-04,Mana Martinez,Cameron Saaiman,blue,26.94,22.2,177.8,172.72,177.8,170.18,10,9,4,3,0.48,0.46,0.42,0.28,Orthodox,Southpaw
2023-03-04,Ian Machado Garry,Song Kenan,red,25.29,32.98,190.5,182.88,187.96,180.34,16,22,1,9,0.54,0.46,0.33,0.3,Orthodox,Orthodox
2023-03-04,Jessica Penne,Tabatha Ricci,blue,40.09,28.03,165.1,154.94,170.18,154.94,14,12,9,3,0.33,0.36,0.18,0.37,Orthodox,Orthodox
2023-03-04,Esteban Ribovics,Loik Radzhabov,blue,26.85,32.46,177.8,180.34,175.26,175.26,15,18,2,6,0.43,0.44,0.66,0.57,Orthodox,Orthodox
2023-03-04,Da'Mon Blackshear,Farid Basharat,blue,28.56,25.59,177.8,172.72,182.88,180.34,17,13,8,0,0.45,0.55,0.33,0.44,Switch,Orthodox
2023-02-25,Andre Muniz,Brendan Allen,blue,33.02,27.16,185.42,187.96,198.12,190.5,24,25,7,7,0.49,0.53,0.49,0.41,Southpaw,Orthodox
2023-02-25,Augusto Sakai,Don'Tale Mayes,red,31.8,31.11,190.5,198.12,195.58,205.74,16,11,5,9,0.49,0.43,0.4,0.38,Orthodox,Orthodox
2023-02-25,Tatiana Suarez,Montana De La Rosa,red,32.19,28.03,165.1,170.18,167.64,172.72,11,13,1,9,0.61,0.37,0.47,0.33,Southpaw,Orthodox
2023-02-25,Mike Malott,Yohan Lainesse,red,31.3,30.53,185.42,185.42,185.42,193.04,12,9,2,3,0.47,0.41,0.56,0.28,Orthodox,Orthodox
2023-02-25,Erick Gonzalez,Trevor Peek,blue,31.1,28.13,180.34,175.26,190.5,177.8,14,9,8,3,0.36,0.53,0.55,0.5,Orthodox,Switch
2023-02-25,Jasmine Jasudavicius,Gabriella Fernandes,red,33.99,29.54,170.18,167.64,172.72,167.64,14,11,3,3,0.45,0.48,0.44,0.18,Orthodox,Southpaw
2023-02-25,Jordan Leavitt,Victor Martinez,red,27.73,31.61,175.26,172.72,180.34,177.8,12,13,3,6,0.61,0.51,0.3,0.33,Southpaw,Orthodox
2023-02-25,Ode Osbourne,Charles Johnson,red,31.13,32.13,170.18,175.26,185.42,177.8,13,18,9,7,0.41,0.49,0.3,0.2,Southpaw,Switch
2023-02-25,Joe Solecki,Carl Deaton,red,29.5,33.25,175.26,170.18,177.8,175.26,13,17,6,7,0.53,0.31,0.48,0.0,Orthodox,Orthodox
2023-02-18,Jessica Andrade,Erin Blanchfield,blue,31.4,23.79,154.94,162.56,157.48,167.64,26,13,15,2,0.48,0.44,0.54,0.31,Orthodox,Orthodox
2023-02-25,Rafael Alves,Nurullo Aliev,blue,32.28,22.21,172.72,177.8,172.72,182.88,20,10,12,0,0.48,0.45,0.25,0.54,Orthodox,Orthodox
2023-02-18,Jordan Wright,Zac Pauga,blue,31.37,34.98,187.96,187.96,195.58,193.04,12,7,5,3,0.56,0.62,0.45,0.07,Orthodox,Orthodox
2023-02-18,William Knight,Marcin Prachnio,blue,34.88,34.6,177.8,190.5,185.42,185.42,11,17,5,9,0.56,0.54,0.4,0.2,Orthodox,Orthodox
2023-02-18,Josh Parisian,Jamal Pogues,blue,33.64,27.22,193.04,190.5,200.66,195.58,15,11,8,5,0.48,0.46,0.33,0.46,Orthodox,Orthodox
2023-02-18,Jim Miller,Alexander Hernandez,blue,39.47,30.38,172.72,175.26,180.34,182.88,38,17,19,8,0.42,0.4,0.45,0.36,Southpaw,Orthodox
2023-02-18,Nazim Sadykhov,Evan Elder,red,28.76,25.86,177.8,177.8,175.26,182.88,11,10,1,2,0.5,0.5,0.55,0.15,Southpaw,Switch
2023-02-18,Jamall Emmers,Khusein Askhabov,red,33.57,28.01,177.8,172.72,187.96,175.26,21,23,8,1,0.49,0.26,0.4,0.0,Orthodox,Orthodox
2023-02-18,Lina Lansberg,Mayra Bueno Silva,blue,40.94,31.49,170.18,167.64,165.1,167.64,10,10,8,5,0.55,0.58,0.27,0.29,Orthodox,Orthodox
2023-02-18,Ovince Saint Preux,Philipe Lins,blue,39.87,37.51,190.5,187.96,203.2,198.12,27,18,18,5,0.47,0.49,0.36,0.33,Southpaw,Orthodox
2023-02-18,AJ Fletcher,Themba Gorimbo,red,26.0,32.07,177.8,185.42,170.18,195.58,10,14,3,5,0.49,0.61,0.35,0.65,Switch,Orthodox
2023-02-18,Clayton Carpenter,Juancamilo Ronderos,red,26.69,28.0,167.64,160.02,167.64,162.56,8,4,1,2,0.55,0.3,0.46,0.33,Orthodox,Southpaw
2023-02-11,Yair Rodriguez,Josh Emmett,red,30.35,37.94,180.34,167.64,180.34,177.8,21,19,6,5,0.46,0.35,0.29,0.37,Orthodox,Orthodox
2023-02-11,Islam Makhachev,Alexander Volkanovski,red,31.29,34.37,177.8,167.64,177.8,180.34,27,27,1,4,0.58,0.56,0.53,0.34,Southpaw,Orthodox
2023-02-11,Jack Della Maddalena,Randy Brown,red,26.42,32.6,180.34,190.5,185.42,198.12,18,20,2,6,0.52,0.47,0.11,0.39,Switch,Orthodox
2023-02-11,Justin Tafa,Parker Porter,red,29.16,37.81,182.88,182.88,187.96,190.5,7,14,5,9,0.54,0.5,0.0,0.26,Southpaw,Orthodox
2023-02-11,Josh Culibao,Melsik Baghdasaryan,red,28.72,31.04,177.8,175.26,185.42,177.8,11,8,4,3,0.44,0.59,0.0,0.0,Orthodox,Southpaw
2023-02-11,Tyson Pedro,Modestas Bukauskas,blue,31.4,29.0,190.5,190.5,200.66,193.04,10,19,5,6,0.59,0.43,0.3,0.66,Orthodox,Switch
2023-02-11,Shannon Ross,Kleydson Rodrigues,blue,33.75,27.31,167.64,165.1,167.64,170.18,13,8,9,4,0.39,0.57,0.0,0.22,Switch,Orthodox
